qt=0.05,qt=0.5,qt=0.95,date
-0.9117332152983543,-0.796791385105849,-0.7030929356378045,2015-05-30
-1.0984966391752244,-0.9600510118603519,-0.8492142955718963,2015-05-31
-1.2518115253918967,-1.1033196664216764,-0.98181666377062,2015-06-01
-1.3047410043741978,-1.1509487211520806,-1.0278029477174528,2015-06-02
-1.3243172175665991,-1.1683605506772095,-1.04472980938938,2015-06-03
-0.9606029857561091,-0.8398591432895841,-0.7423309992217766,2015-06-04
-1.0278181684758791,-0.8988717634654257,-0.7943674650805204,2015-06-05
-1.2879312101673657,-1.136710386427048,-1.0143063938590724,2015-06-06
-0.8070938091218136,-0.7096216152930994,-0.6282254207721689,2015-06-07
-0.7918942498626249,-0.6936294161165005,-0.6124854298729258,2015-06-08
-1.1931105950109056,-1.048666675555852,-0.9302717213085023,2015-06-09
-0.8537407736496018,-0.7468322348448049,-0.6592066354043379,2015-06-10
-0.8757478924669176,-0.7658486875341259,-0.6760512820505906,2015-06-11
-1.0382775433999616,-0.9069693036767587,-0.8009707086031326,2015-06-12
-1.1262327013925741,-0.9860568893126385,-0.8730063986885592,2015-06-13
-0.8264063983121555,-0.7229255227259171,-0.6377565804519807,2015-06-14
-0.9389646560190457,-0.8203005893100259,-0.7240703682026127,2015-06-15
-1.1124146728049975,-0.9739198381234797,-0.8627505257103076,2015-06-16
-1.1256099640116237,-0.9861430688645014,-0.8737782347110938,2015-06-17
-0.9323813474703815,-0.8151804545324152,-0.7202670053760772,2015-06-18
-1.193431849572419,-1.0498079933288926,-0.931935442127247,2015-06-19
-1.2160815186574487,-1.070321906613271,-0.9507056583181834,2015-06-20
-0.7148491798928329,-0.6275730190263955,-0.5546169105779033,2015-06-21
-1.1524002700206755,-1.0108325081807603,-0.8969282712789926,2015-06-22
-0.946668023115675,-0.8287650707865268,-0.7331722363893252,2015-06-23
-1.2060880251258017,-1.061367886254191,-0.943030798468599,2015-06-24
-0.8604358503066444,-0.7543684699539388,-0.6675964321177394,2015-06-25
-1.2678178918404168,-1.1173855990390613,-0.9956431642011978,2015-06-26
-1.2870054580818067,-1.13533485247086,-1.0128717436923174,2015-06-27
-1.2520040355659843,-1.1033525935747928,-0.9817701926256903,2015-06-28
-1.289008612492269,-1.1373150362662892,-1.0149516954050315,2015-06-29
-1.0332863511392023,-0.9047877103612925,-0.8009314036845772,2015-06-30
-0.8724643737082524,-0.7642843453180347,-0.6756335146472507,2015-07-01
-1.2030619887915512,-1.0587785772769878,-0.9401733492876783,2015-07-02
-1.0894137371094565,-0.9537099589451258,-0.8440319094343631,2015-07-03
-1.0832391306132942,-0.9478702596437074,-0.8384341571419547,2015-07-04
-1.1089199101515474,-0.9710438316443255,-0.8594127737920956,2015-07-05
-1.093384056486388,-0.9573866946238039,-0.8469339737126523,2015-07-06
-0.9569018365037121,-0.8372449740799106,-0.7401758785639508,2015-07-07
-1.2383412136323166,-1.0916530300221532,-0.9702481740699135,2015-07-08
-1.201212042115482,-1.0570525209365773,-0.9388383876010257,2015-07-09
-1.1768207260505044,-1.0330438557990094,-0.9167456572345806,2015-07-10
-1.1805157361609444,-1.0361201787580803,-0.9196690263542239,2015-07-11
-1.117074920894126,-0.9797072567719629,-0.868102300846606,2015-07-12
-0.9600164256675203,-0.8412675374450078,-0.7450825218867407,2015-07-13
-1.0476283916099425,-0.918297404010659,-0.8136517581344749,2015-07-14
-1.1978762027364098,-1.0559438769547311,-0.9396999900320998,2015-07-15
,,,2015-07-16
-0.6297612019619718,-0.5569582556851466,-0.49533806556163656,2015-07-17
-1.1168164170118768,-0.9815587662518149,-0.8722666196118868,2015-07-18
-1.0973386571281694,-0.965444913095421,-0.8587053500840885,2015-07-19
-1.0273517386675648,-0.9049171778848779,-0.805681997180076,2015-07-20
-1.219623865592586,-1.0792550506539365,-0.9645072089571998,2015-07-21
-1.3147821018425023,-1.1661268331332286,-1.04841438616526,2015-07-22
-1.343235914923691,-1.1953424580561922,-1.0766916187429634,2015-07-23
-1.2594745124275564,-1.1191530414502966,-1.005805804952921,2015-07-24
-1.2620326824082233,-1.1226387834349174,-1.0103784672044058,2015-07-25
-1.3953387930212986,-1.2482335549946995,-1.133807567037737,2015-07-26
-1.433079493488077,-1.288506298806382,-1.1759539709442168,2015-07-27
-1.4464197429051096,-1.3037057264190297,-1.1939578123529726,2015-07-28
-1.4331459748951902,-1.2933745217152448,-1.186212290804354,2015-07-29
-1.3932797849571494,-1.2638700808647592,-1.1643775693351353,2015-07-30
-1.4632081486471455,-1.331428240094509,-1.2349566229648583,2015-07-31
-1.4736689592125727,-1.34343001300386,-1.248118396804022,2015-08-01
-1.247901200291567,-1.1648034126456674,-1.0978146326963532,2015-08-02
-1.2195931664750752,-1.0941848695856056,-0.9921569869298944,2015-08-03
-1.1669861914117294,-1.0428928693076975,-0.943209898657561,2015-08-04
-1.3154472051823358,-1.179016234089704,-1.0723505034000467,2015-08-05
-1.2948293350027933,-1.16165072927031,-1.056407648860434,2015-08-06
-1.3769802101280975,-1.2419020458738057,-1.1363070356322007,2015-08-07
-1.3089236775179758,-1.1760646436615712,-1.0725247322467413,2015-08-08
-1.3468563822246507,-1.2127393416191075,-1.1083628123179952,2015-08-09
-1.232091462261065,-1.119007697321761,-1.0289990963630187,2015-08-10
-1.351264920557028,-1.2319528349353002,-1.141025218633283,2015-08-11
-1.4429889849499218,-1.3106786375860247,-1.2123959893600547,2015-08-12
-1.408695968023826,-1.2930686394114552,-1.2056486550199825,2015-08-13
-1.5782713901158045,-1.4429866573849248,-1.348896474657688,2015-08-14
-1.6095091488852753,-1.4734807988065683,-1.3763757091596907,2015-08-15
-1.6311418515681662,-1.5026518711056425,-1.4113181553772038,2015-08-16
-1.6122791193182295,-1.4925035018181596,-1.4081263639566102,2015-08-17
-1.537740863628537,-1.4330117868680392,-1.3599825782428998,2015-08-18
-1.7543586778496092,-1.6320653231344404,-1.537101671527294,2015-08-19
-1.7561875731435612,-1.6426097651127158,-1.553021315423914,2015-08-20
-1.6592709597697082,-1.5297541175630238,-1.4346349425318192,2015-08-21
-1.6326371059711802,-1.5046973703947621,-1.4141511143537864,2015-08-22
-1.6209089959435756,-1.494442038601436,-1.4057005475553535,2015-08-23
-0.7685029763314061,-0.6766559204215834,-0.6005293422413467,2015-08-24
-0.6431769125117581,-0.5653470113747017,-0.49961763573357376,2015-08-25
-0.6968136804666708,-0.6119611756817236,-0.5407717091843884,2015-08-26
-0.9505586231348248,-0.8316916372814906,-0.7354924924449535,2015-08-27
-0.9852623371206444,-0.8619956522835485,-0.7628165898701956,2015-08-28
-0.8446148263109126,-0.740100677551186,-0.654557876339348,2015-08-29
-0.9321307620496488,-0.8159409555949995,-0.7216938095836979,2015-08-30
-0.995070186931702,-0.8710313887688395,-0.7705973582192727,2015-08-31
-1.0809660242975427,-0.9473718925768635,-0.8388534410604211,2015-09-01
-0.8744550560171122,-0.7669063885484596,-0.678672464364445,2015-09-02
-0.5986262403498883,-0.5276433644836322,-0.4676403398651913,2015-09-03
-0.6499467113251165,-0.5717624670557468,-0.5057470047303868,2015-09-04
-0.7817474435369418,-0.686018478648696,-0.6063772023645065,2015-09-05
-1.1281313841841905,-0.9890164880771815,-0.8747238881497564,2015-09-06
-0.6148795542935833,-0.5409255793511487,-0.47865622085235204,2015-09-07
-0.46371292478223797,-0.40943722918138337,-0.363626063006195,2015-09-08
-1.1899024084034031,-1.0450289413048552,-0.9268661349151114,2015-09-09
-0.8703238899608854,-0.761705951501279,-0.6730628844024512,2015-09-10
-0.9100394841397923,-0.7961598905082572,-0.7040060758744512,2015-09-11
-1.0682889019409652,-0.934712656606313,-0.8272340116001132,2015-09-12
-1.0957370905420976,-0.9598769919638439,-0.8505081994824163,2015-09-13
-1.1575021681926694,-1.0156355070675223,-0.9014064040387298,2015-09-14
-1.1737416218379995,-1.029703298529504,-0.9138094380557207,2015-09-15
