qt=0.05,qt=0.5,qt=0.95,date
-0.9907809782258922,-0.9134924942701195,-0.8408328145445448,2015-05-30
-1.1617186376995874,-1.0778676282493507,-1.000062211671701,2015-05-31
-1.259573226276634,-1.178554116477268,-1.1020775592111356,2015-06-01
-1.2878253441293326,-1.2038147360369322,-1.1307299595433402,2015-06-02
-1.2958429495875987,-1.2120118540384355,-1.1395509837476927,2015-06-03
-1.0379701483250203,-0.9587403346806727,-0.8843667160968166,2015-06-04
-1.1002283293090436,-1.01895819083401,-0.9430810826895555,2015-06-05
-1.279590199694016,-1.1968768220876975,-1.123158821000195,2015-06-06
-0.9986855880393478,-0.9216205137043987,-0.8492360972250457,2015-06-07
-0.8639279720089708,-0.7950672656788897,-0.7307755857514932,2015-06-08
-1.2243920888474282,-1.1427966625519073,-1.067541832319168,2015-06-09
-0.9301009080546079,-0.8564353760971856,-0.7873704141305115,2015-06-10
-0.9531319347579463,-0.8779712521929979,-0.8075864904438343,2015-06-11
-1.109791211693345,-1.0275438868352496,-0.9512646459580795,2015-06-12
-1.1813469817026796,-1.0987607581410685,-1.0194540457911163,2015-06-13
-0.9010207177061708,-0.8290199541018355,-0.761979078704806,2015-06-14
-1.0170987485414968,-0.9384041316802589,-0.8645520589894982,2015-06-15
-1.1713480501960123,-1.0889894460829763,-1.0103606688846647,2015-06-16
-1.1808857621021178,-1.0986028660995102,-1.0194849880496453,2015-06-17
-1.0105026798239567,-0.9326236642711468,-0.858923885878642,2015-06-18
-1.2254938319806654,-1.1438092114287979,-1.0685283063137612,2015-06-19
-1.2374802851065572,-1.1573106728385945,-1.0805207683176106,2015-06-20
-0.7801927823570265,-0.7177008455279555,-0.6600659053574505,2015-06-21
-1.198954451707648,-1.1163718399027036,-1.0394450333608491,2015-06-22
-1.024389655071088,-0.9462049959325051,-0.872720877553149,2015-06-23
-1.230941331583465,-1.1506879081320927,-1.0748612694994752,2015-06-24
-0.9358172255089405,-0.8628980661576147,-0.7944959139951594,2015-06-25
-1.2669790168999473,-1.184287252568418,-1.110909316250689,2015-06-26
-1.277447727047597,-1.193466490251971,-1.1221733340379711,2015-06-27
-1.2578354343083025,-1.1765016811693456,-1.101932688165045,2015-06-28
-1.2780016408905426,-1.1941981149546121,-1.1232006170730577,2015-06-29
-1.1043149828681122,-1.023222356504422,-0.9486130610063569,2015-06-30
-0.9490023196899012,-0.8749383926746241,-0.805418111470338,2015-07-01
-1.2301808108967625,-1.1493062981605844,-1.0732517666996186,2015-07-02
-1.1533595045649079,-1.0701511373784538,-0.993124093605381,2015-07-03
-1.148058998939946,-1.0648777230410404,-0.9876157735603143,2015-07-04
-1.1675404981237638,-1.0851545552373227,-1.0070042250357951,2015-07-05
-1.1553486188775473,-1.0728466129043754,-0.9944690740156625,2015-07-06
-1.0345131788719342,-0.9556092881586555,-0.8815357724712283,2015-07-07
-1.2514093391230707,-1.1701154643219547,-1.0942530691299606,2015-07-08
-1.2285108393327586,-1.1479894597213627,-1.0720013351556386,2015-07-09
-1.2128231087505095,-1.1314454874191828,-1.0568041974294224,2015-07-10
-1.2136595220289532,-1.1331841583190185,-1.0589003265822303,2015-07-11
-1.1731597765166242,-1.0905523348072572,-1.0134787560046055,2015-07-12
-1.035815320014784,-0.9577591764577167,-0.8850826318326828,2015-07-13
-1.1170455320805766,-1.0357520672407423,-0.9615705699897842,2015-07-14
-1.2274165484116826,-1.146738786549633,-1.071835121044716,2015-07-15
,,,2015-07-16
-0.6842158658544938,-0.6320351637797417,-0.5838845707242022,2015-07-17
-1.171979325059159,-1.0901824111540757,-1.0144587371824636,2015-07-18
-1.1573956193180854,-1.07705768401545,-1.0009355480248205,2015-07-19
-1.0964219642146171,-1.0175530166643736,-0.9472919859404074,2015-07-20
-1.239308787522579,-1.160622934123432,-1.0865927871965944,2015-07-21
-1.2919996365100999,-1.2100353309549512,-1.139359307362923,2015-07-22
-1.3056677421093803,-1.2244524764193125,-1.1542753400118748,2015-07-23
-1.2616657835134433,-1.1813694180160703,-1.1123410729058023,2015-07-24
-1.2634196277394052,-1.1836668902427379,-1.1144893341361042,2015-07-25
-1.3292520759736721,-1.249679706775996,-1.1811057265251954,2015-07-26
-1.3471916447257248,-1.2674496936719724,-1.1999780761399308,2015-07-27
-1.354852815883635,-1.2753939414989164,-1.2078732586020338,2015-07-28
-1.350189708671376,-1.2727478293710839,-1.2053170927144226,2015-07-29
-1.335330581020906,-1.2613515020220878,-1.1951790661307407,2015-07-30
-1.3704278065550777,-1.2948671213223009,-1.2291365937464214,2015-07-31
-1.3773738347778002,-1.3015060417253368,-1.2359653211993855,2015-08-01
-1.3354167915609534,-1.2687000867956442,-1.2090268770774735,2015-08-02
-1.238518838106381,-1.1650745945939986,-1.096584158860511,2015-08-03
-1.2061400841408543,-1.1301207392989785,-1.0622052049059605,2015-08-04
-1.294614651092502,-1.2158251922690537,-1.1484334227490474,2015-08-05
-1.2838719929938822,-1.205914440474766,-1.139096376710257,2015-08-06
-1.3257201186496899,-1.2490590713498235,-1.1816922314497649,2015-08-07
-1.290886185875061,-1.2137226872649984,-1.1474326621969921,2015-08-08
-1.3104769836274472,-1.2336002672653703,-1.1671380963049074,2015-08-09
-1.246079867758239,-1.1767838088717186,-1.1140957835227925,2015-08-10
-1.3167322005167177,-1.2448548772713612,-1.1821183205530414,2015-08-11
-1.3601424027758475,-1.2856813645378053,-1.2186444536968715,2015-08-12
-1.3481050001217065,-1.2784130536259046,-1.2155980588991468,2015-08-13
