qt=0.05,qt=0.5,qt=0.95,date
0.9885349630209157,0.9950754996753775,0.9974725191396443,2015-05-30
0.9762858300366954,0.9864804384043597,0.9923896230846722,2015-05-31
0.9521279516431455,0.9680465046228095,0.9807604883903536,2015-06-01
0.9387427113124006,0.9575016450895277,0.9740901046652638,2015-06-02
0.9330747088143848,0.9532764015704062,0.9717275890930944,2015-06-03
0.9865195252995799,0.9936637163514688,0.9966781789529048,2015-06-04
0.9824752574528959,0.9909244772736413,0.9950345914355303,2015-06-05
0.9433412903511434,0.9611367286455119,0.9763321528220179,2015-06-06
0.9931325414264534,0.9977343412669224,0.9989249553278639,2015-06-07
0.9928025967487625,0.9974480018121704,0.9987573031485338,2015-06-08
0.963881079907278,0.9775064343764377,0.9867270659287026,2015-06-09
0.99086222063169,0.9964371406136607,0.9982264051571061,2015-06-10
0.9900364516328706,0.9959803026521192,0.9979797952565275,2015-06-11
0.9818349250687489,0.9904490356679114,0.9947714361838054,2015-06-12
0.9735358408786012,0.9846792787263781,0.9912569040186652,2015-06-13
0.991862244336696,0.9969296511398367,0.9984939572237523,2015-06-14
0.9877122879220004,0.994418975503579,0.9971212469070939,2015-06-15
0.9750019031538878,0.9856913719014697,0.9918612196240362,2015-06-16
0.9735487166096819,0.9846576675629422,0.9912280859328755,2015-06-17
0.9877526916691273,0.9945745627333078,0.997198017609905,2015-06-18
0.9637246982011237,0.977220973591014,0.9864867773399962,2015-06-19
0.9599323025685731,0.9742658927895345,0.9847544485445656,2015-06-20
0.9946544990974108,0.9983131492294631,0.9992013633502776,2015-06-21
0.9703366499613864,0.982304623849583,0.989592993853417,2015-06-22
0.9870145034789273,0.9940794343841775,0.9969057499734576,2015-06-23
0.9617873380424689,0.9758913824187896,0.9857674539812801,2015-06-24
0.9905037779245871,0.9962960686349682,0.9981460241266374,2015-06-25
0.9495120552693707,0.9664176061929999,0.9798509873482927,2015-06-26
0.9447759688882944,0.9626445902619125,0.9776158390862496,2015-06-27
0.953346635972145,0.9690990567325997,0.9815517904379274,2015-06-28
0.9447445996385182,0.9625197664538108,0.9775264637123022,2015-06-29
0.9821484563618696,0.99069181076351,0.9948886453782698,2015-06-30
0.9900578397595748,0.9960239098390133,0.9979967794796897,2015-07-01
0.9619883916332571,0.9760941009343035,0.9858543919516455,2015-07-02
0.9773551481764315,0.9873779885701872,0.9929766808880822,2015-07-03
0.978100213163818,0.9878881938308962,0.9933072164184729,2015-07-04
0.9757189559996698,0.9862186693846579,0.9923120066999703,2015-07-05
0.9774129625114636,0.9874476586589098,0.9930944416017051,2015-07-06
0.9865208275154879,0.9937542494778266,0.9967150989863879,2015-07-07
0.9558535715130868,0.9708828500791611,0.9825887544538294,2015-07-08
0.9624561379418752,0.9763938277864717,0.9860859302118223,2015-07-09
0.9671251156068376,0.979929891768195,0.9882746946926411,2015-07-10
0.9668269963991039,0.9795647922542369,0.9880964052399676,2015-07-11
0.9748028847460862,0.9855361463446284,0.9918644007173156,2015-07-12
0.9866647346277322,0.9937287085910772,0.996712415783436,2015-07-13
0.9812344151667286,0.9899359866220571,0.9944424634913829,2015-07-14
0.9628912647848626,0.9765675280424997,0.9859762350361311,2015-07-15
,,,2015-07-16
0.9961310276443078,0.9989348961504803,0.9995088968982851,2015-07-17
0.9748065156409196,0.9855240937785209,0.9918400723049491,2015-07-18
0.9765400392320294,0.9867816259636286,0.9925382512780163,2015-07-19
0.9826331961690961,0.990975729769055,0.9950072084646802,2015-07-20
0.9589741123438876,0.9735205540688897,0.9838416179006222,2015-07-21
0.936078381106387,0.9549438389487845,0.9720191605043002,2015-07-22
0.9258546394310112,0.947054905451842,0.9666086479950702,2015-07-23
0.9516514058429266,0.9673494632308026,0.9799983718276415,2015-07-24
0.9508662481975203,0.966627191810677,0.9794042398221188,2015-07-25
0.9030234367970623,0.9291792863098425,0.9541154445772396,2015-07-26
0.8809786475181175,0.9115031053656755,0.9425719363775446,2015-07-27
0.8707794419180616,0.903021780638106,0.9359522997142516,2015-07-28
0.8799173954108193,0.9083297702141848,0.9371291858054719,2015-07-29
0.9002917226722804,0.9241107631153005,0.9456560240579079,2015-07-30
0.8560971428230468,0.8868550612544048,0.9163996681353617,2015-07-31
0.847829636921393,0.8790624109724849,0.9096189548031746,2015-08-01
0.946384742063176,0.9676298205197709,0.97696873116797,2015-08-02
0.957346682714896,0.9718754988359198,0.9822090909254553,2015-08-03
0.9664386362915254,0.9791519925408717,0.9872905739515397,2015-08-04
0.9343790052544315,0.952969872320503,0.9685879877199303,2015-08-05
0.9408186169240261,0.9578632376834185,0.9724024536929683,2015-08-06
0.9094376344361996,0.9321697907931911,0.9524344777351463,2015-08-07
0.936720459025363,0.9544798709284779,0.9699267093864886,2015-08-08
0.9231301089197218,0.943406309201117,0.9614579979744114,2015-08-09
0.9530785742771388,0.9687020765762906,0.9794327702612061,2015-08-10
0.9171648320616388,0.9386142592846842,0.9557368382038406,2015-08-11
0.8713181509474428,0.8985538840647618,0.9253198715985951,2015-08-12
0.8873096502333804,0.9134847929849941,0.9361560446340096,2015-08-13
0.7449892148618593,0.7937469681302461,0.848461179875604,2015-08-14
0.7026567494353446,0.7579680487115957,0.8231493067902506,2015-08-15
0.6646088782331234,0.7242822931465895,0.7917695330736954,2015-08-16
0.6830160884847951,0.7390740756581806,0.7967516308793088,2015-08-17
0.7685572468405528,0.8152964530614071,0.8566929230809155,2015-08-18
0.43918170518388405,0.5250122959771051,0.619675722068062,2015-08-19
0.41482889312041965,0.5051809428678391,0.5950121944614438,2015-08-20
